Gene stable ID,Gene name,NCBI gene ID,UniProtKB/Swiss-Prot ID,RefSeq peptide ID
ENSMUSG00000024238,Zeb1,21417,Q64318,NP_035676
ENSMUSG00000092413,Olfr115,257908,,
ENSMUSG00000092413,Olfr115,257908,,NP_001011753
ENSMUSG00000024985,Tcf7l2,21416,,
ENSMUSG00000066900,Suds3,71954,Q8BR65,NP_848737
ENSMUSG00000024242,Map4k3,225028,Q99JP0,NP_001277274
ENSMUSG00000061336,Olfr116,258625,,
ENSMUSG00000040541,Tmem225,75667,Q9D9S2,NP_083655
ENSMUSG00000024238,Zeb1,21417,,
ENSMUSG00000055491,Pprc1,226169,,
ENSMUSG00000061336,Olfr116,258625,,NP_666843
ENSMUSG00000055491,Pprc1,226169,,
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000055491,Pprc1,226169,,
ENSMUSG00000055491,Pprc1,226169,,
ENSMUSG00000040541,Tmem225,75667,,
ENSMUSG00000027593,Raly,19383,Q64012,NP_001132983
ENSMUSG00000095286,Olfr117,258263,,
ENSMUSG00000020690,Efcab3,70894,Q80X60,NP_001074515
ENSMUSG00000024242,Map4k3,225028,,
ENSMUSG00000095286,Olfr117,258263,,
ENSMUSG00000024238,Zeb1,21417,,
ENSMUSG00000034825,Nrip3,78593,,
ENSMUSG00000066900,Suds3,71954,,NP_001116138
ENSMUSG00000095286,Olfr117,258263,,NP_997038
ENSMUSG00000027478,Dnmt3b,13436,O88509,NP_001003961
ENSMUSG00000050222,Il17d,239114,,NP_665836
ENSMUSG00000034825,Nrip3,78593,Q9JJR9,NP_065635
ENSMUSG00000022436,Sh3bp1,20401,,NP_001303615
ENSMUSG00000022436,Sh3bp1,20401,,NP_033190
ENSMUSG00000080990,Olfr118,404308,,
ENSMUSG00000034825,Nrip3,78593,,
ENSMUSG00000080990,Olfr118,404308,,
ENSMUSG00000027478,Dnmt3b,13436,O88509,NP_001003960
ENSMUSG00000049252,Lrp1b,94217,,NP_443737
ENSMUSG00000024238,Zeb1,21417,,
ENSMUSG00000080990,Olfr118,404308,,NP_998886
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000027478,Dnmt3b,13436,O88509,NP_001258676
ENSMUSG00000051065,Mb21d2,239796,,NP_808386
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000024238,Zeb1,21417,,
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000079435,Rpl36a,19982,P83882,NP_063918
ENSMUSG00000054641,Mmrn1,70945,,NP_081889
ENSMUSG00000024245,Tmem178,68027,Q9CZ16,NP_080792
ENSMUSG00000031556,Tm2d2,69742,Q8R0I4,NP_081470
ENSMUSG00000054641,Mmrn1,70945,,NP_001156979
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000022436,Sh3bp1,20401,,
ENSMUSG00000031556,Tm2d2,69742,,
ENSMUSG00000037307,Banf2,403171,Q8BVR0,NP_997158
ENSMUSG00000022436,Sh3bp1,20401,,
ENSMUSG00000031556,Tm2d2,69742,,
ENSMUSG00000017778,Cox7c,12867,,
ENSMUSG00000047988,4933428G20Rik,100141474,,NP_001276047
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000022436,Sh3bp1,20401,,NP_001303614
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000049252,Lrp1b,94217,,
ENSMUSG00000079018,Ly6c1,17067,,NP_001238985
ENSMUSG00000022436,Sh3bp1,20401,P55194,NP_001303613
ENSMUSG00000027593,Raly,19383,,
ENSMUSG00000079435,Rpl36a,19982,,
ENSMUSG00000027593,Raly,19383,,
ENSMUSG00000022436,Sh3bp1,20401,,
ENSMUSG00000017778,Cox7c,12867,P17665,NP_031775
ENSMUSG00000037307,Banf2,403171,Q8BVR0,NP_001038215
ENSMUSG00000059436,Max,17187,P28574,NP_032584
ENSMUSG00000026411,Tmem9,66241,Q9CR23,NP_001153617
ENSMUSG00000027478,Dnmt3b,13436,O88509,NP_001003963
ENSMUSG00000079018,Ly6c1,17067,P0CW02,NP_034871
ENSMUSG00000079018,Ly6c1,17067,P0CW02,NP_001238984
ENSMUSG00000017778,Cox7c,12867,,
ENSMUSG00000031754,Nudt21,68219,Q9CQF3,NP_080899
ENSMUSG00000028542,Slc6a9,14664,P28571,NP_001355945
ENSMUSG00000031754,Nudt21,68219,,
ENSMUSG00000059436,Max,17187,P28574,NP_001139648
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000031754,Nudt21,68219,,
ENSMUSG00000027593,Raly,19383,Q64012,
ENSMUSG00000026411,Tmem9,66241,Q9CR23,NP_079715
ENSMUSG00000027478,Dnmt3b,13436,O88509,NP_001258675
ENSMUSG00000059436,Max,17187,,
ENSMUSG00000031754,Nudt21,68219,,
ENSMUSG00000025138,Sirt7,209011,Q8BKJ9,NP_694696
ENSMUSG00000033122,Hsd17b3,15487,P70385,
ENSMUSG00000059436,Max,17187,,
ENSMUSG00000033122,Hsd17b3,15487,,
ENSMUSG00000024548,Setbp1,240427,Q9Z180,NP_444329
ENSMUSG00000028542,Slc6a9,14664,P28571,NP_001355945
ENSMUSG00000028542,Slc6a9,14664,P28571,NP_032161
ENSMUSG00000027478,Dnmt3b,13436,O88509,NP_034198
ENSMUSG00000116069,Gm49510,,,
ENSMUSG00000033122,Hsd17b3,15487,,
ENSMUSG00000026411,Tmem9,66241,Q9CR23,NP_001153618
ENSMUSG00000072995,Cpxcr1,382239,Q3V0P1,NP_001028643
ENSMUSG00000079018,Ly6c1,17067,P0CW02,
ENSMUSG00000007891,Ctsd,13033,P18242,NP_034113
ENSMUSG00000026012,Cd28,12487,P31041,NP_031668
ENSMUSG00000033122,Hsd17b3,15487,P70385,
ENSMUSG00000082482,H2afb2,624153,,NP_001268459
ENSMUSG00000079018,Ly6c1,17067,P0CW02,
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000027593,Raly,19383,Q64012,NP_075619
ENSMUSG00000027593,Raly,19383,Q64012,NP_001132984
ENSMUSG00000033122,Hsd17b3,15487,P70385,NP_032317
ENSMUSG00000079018,Ly6c1,17067,,
ENSMUSG00000079018,Ly6c1,17067,,NP_001238986
ENSMUSG00000079018,Ly6c1,17067,,NP_001238987
ENSMUSG00000007891,Ctsd,13033,,
ENSMUSG00000079018,Ly6c1,17067,,
ENSMUSG00000027593,Raly,19383,,
ENSMUSG00000031516,Dctn6,22428,Q9WUB4,NP_035852
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000075201,Olfr1043,258570,,
ENSMUSG00000075201,Olfr1043,258570,,
ENSMUSG00000032392,Parp16,214424,Q7TMM8,
ENSMUSG00000025138,Sirt7,209011,,
ENSMUSG00000075201,Olfr1043,258570,,
ENSMUSG00000027593,Raly,19383,Q64012,NP_001132985
ENSMUSG00000027478,Dnmt3b,13436,,NP_001116469
ENSMUSG00000075201,Olfr1043,258570,,NP_666788
ENSMUSG00000033790,Tubgcp5,233276,Q8BKN5,NP_666302
ENSMUSG00000029384,2010109A12Rik,75610,,NP_083639
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000032392,Parp16,214424,Q7TMM8,NP_803411
ENSMUSG00000051095,Olfr986,258608,,
ENSMUSG00000049807,Arhgap23,58996,,
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000032392,Parp16,214424,,
ENSMUSG00000025138,Sirt7,209011,,
ENSMUSG00000031070,Mrgprf,211577,Q8VCJ6,NP_663354
ENSMUSG00000032392,Parp16,214424,Q7TMM8,
ENSMUSG00000028542,Slc6a9,14664,,
ENSMUSG00000049807,Arhgap23,58996,,
ENSMUSG00000034801,Sos2,20663,,NP_001129031
ENSMUSG00000031516,Dctn6,22428,,
ENSMUSG00000049807,Arhgap23,58996,Q69ZH9,
ENSMUSG00000027244,Atg13,51897,Q91YI1,NP_001342348
ENSMUSG00000031070,Mrgprf,211577,,
ENSMUSG00000051095,Olfr986,258608,,
ENSMUSG00000031790,Mmp15,17388,O54732,NP_032635
ENSMUSG00000031516,Dctn6,22428,,NP_001280688
ENSMUSG00000031516,Dctn6,22428,,NP_001280686
ENSMUSG00000049807,Arhgap23,58996,,NP_067468
ENSMUSG00000059964,Olfr119,258095,,
ENSMUSG00000051095,Olfr986,258608,,
ENSMUSG00000031516,Dctn6,22428,,NP_001280687
ENSMUSG00000024798,Htr7,15566,P32304,NP_032341
ENSMUSG00000027478,Dnmt3b,13436,,
ENSMUSG00000059964,Olfr119,258095,,NP_001011830
ENSMUSG00000027596,a,50518,,
ENSMUSG00000034801,Sos2,20663,Q02384,
ENSMUSG00000051095,Olfr986,258608,,NP_666826
ENSMUSG00000051207,Mrgprd,211578,Q91ZB8,NP_987075
ENSMUSG00000034801,Sos2,20663,,
ENSMUSG00000035851,Ythdc1,231386,E9Q5K9,NP_001334305
ENSMUSG00000028076,Cd1d1,12479,,
ENSMUSG00000092541,Gm20537,,,
ENSMUSG00000110469,Gm10358,,,
ENSMUSG00000024798,Htr7,15566,,NP_001347229
ENSMUSG00000063994,Olfr120,258624,,
ENSMUSG00000092541,Gm20537,,,
ENSMUSG00000024798,Htr7,15566,,
ENSMUSG00000063994,Olfr120,258624,,NP_666842
ENSMUSG00000035851,Ythdc1,231386,E9Q5K9,NP_001334304
ENSMUSG00000031516,Dctn6,22428,,
ENSMUSG00000027596,a,50518,Q03288,
ENSMUSG00000027596,a,50518,,
ENSMUSG00000024798,Htr7,15566,,NP_001347247
ENSMUSG00000024798,Htr7,15566,,
ENSMUSG00000028076,Cd1d1,12479,,NP_031665
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000024798,Htr7,15566,,NP_001334371
ENSMUSG00000027596,a,50518,Q03288,NP_056585
ENSMUSG00000051510,Mafg,17134,O54790,NP_034886
ENSMUSG00000021951,Eef1akmt1,68043,Q9CY45,
ENSMUSG00000027244,Atg13,51897,Q91YI1,NP_663503
ENSMUSG00000022092,Ppp3cc,19057,,NP_001291920
ENSMUSG00000051510,Mafg,17134,O54790,
ENSMUSG00000022092,Ppp3cc,19057,P48455,NP_001291921
ENSMUSG00000022092,Ppp3cc,19057,P48455,NP_032941
ENSMUSG00000022525,Plaat1,27281,,NP_001348218
ENSMUSG00000022525,Plaat1,27281,,NP_001344021
ENSMUSG00000022525,Plaat1,27281,,NP_038779
ENSMUSG00000051510,Mafg,17134,O54790,
ENSMUSG00000021951,Eef1akmt1,68043,,NP_080802
ENSMUSG00000021951,Eef1akmt1,68043,,NP_080802
ENSMUSG00000022525,Plaat1,27281,,
ENSMUSG00000051510,Mafg,17134,O54790,
ENSMUSG00000022525,Plaat1,27281,,
ENSMUSG00000027575,Arfgap1,228998,,NP_001171179
ENSMUSG00000032187,Smarca4,20586,Q3TKT4,NP_035547
ENSMUSG00000032187,Smarca4,20586,Q3TKT4,NP_001167550
ENSMUSG00000029596,Sdsl,257635,Q8R238,NP_598663
ENSMUSG00000032187,Smarca4,20586,,
ENSMUSG00000035851,Ythdc1,231386,,
ENSMUSG00000029596,Sdsl,257635,Q8R238,
ENSMUSG00000029596,Sdsl,257635,,
ENSMUSG00000031616,Ednra,13617,Q61614,NP_034462
ENSMUSG00000039577,Nphp4,260305,P59240,
ENSMUSG00000032187,Smarca4,20586,,NP_001167549
ENSMUSG00000033790,Tubgcp5,233276,,
ENSMUSG00000090777,Ccdc188,102638083,,
ENSMUSG00000033790,Tubgcp5,233276,Q8BKN5,NP_001347802
ENSMUSG00000035851,Ythdc1,231386,E9Q5K9,NP_808348
ENSMUSG00000024477,Pggt1b,225467,Q8BUY9,NP_766215
ENSMUSG00000033790,Tubgcp5,233276,,
ENSMUSG00000025278,Flnb,286940,Q80X90,NP_598841
ENSMUSG00000025278,Flnb,286940,Q80X90,NP_001074896
ENSMUSG00000090777,Ccdc188,102638083,,
ENSMUSG00000024477,Pggt1b,225467,,
ENSMUSG00000024477,Pggt1b,225467,,
ENSMUSG00000024477,Pggt1b,225467,,
ENSMUSG00000090777,Ccdc188,102638083,,
ENSMUSG00000033790,Tubgcp5,233276,,
ENSMUSG00000024477,Pggt1b,225467,,
ENSMUSG00000090777,Ccdc188,102638083,,
ENSMUSG00000016554,Eif3d,55944,O70194,NP_061219
ENSMUSG00000046567,4930430F08Rik,68281,Q8BHN7,NP_780337
ENSMUSG00000027575,Arfgap1,228998,Q9EPJ9,NP_001171181
ENSMUSG00000027575,Arfgap1,228998,Q9EPJ9,NP_665703
ENSMUSG00000046230,Vps13a,271564,Q5H8C4,NP_766616
ENSMUSG00000016554,Eif3d,55944,,
ENSMUSG00000039577,Nphp4,260305,P59240,NP_001342667
ENSMUSG00000039577,Nphp4,260305,P59240,NP_001342668
ENSMUSG00000039577,Nphp4,260305,P59240,NP_700473
ENSMUSG00000046567,4930430F08Rik,68281,,
ENSMUSG00000046567,4930430F08Rik,68281,,
ENSMUSG00000023906,Cldn6,54419,Q9Z262,NP_061247
ENSMUSG00000054537,Tmprss11e,243084,Q5S248,NP_766468
ENSMUSG00000023906,Cldn6,54419,Q9Z262,
ENSMUSG00000027575,Arfgap1,228998,,NP_001171178
ENSMUSG00000028541,B4galt2,53418,Q9Z2Y2,
ENSMUSG00000023906,Cldn6,54419,Q9Z262,
ENSMUSG00000047250,Ptgs1,19224,P22437,NP_032995
ENSMUSG00000046230,Vps13a,271564,,
ENSMUSG00000056019,Zfp709,236193,,NP_663599
ENSMUSG00000046230,Vps13a,271564,,
ENSMUSG00000059668,Krt4,16682,P07744,NP_032501
ENSMUSG00000094231,Trav9n-4,,,
ENSMUSG00000046230,Vps13a,271564,,
ENSMUSG00000093969,Trav4n-4,,,
ENSMUSG00000096168,Trav5n-4,,,
ENSMUSG00000056019,Zfp709,236193,,
ENSMUSG00000028541,B4galt2,53418,,
ENSMUSG00000005320,Fgfr4,14186,,NP_032037
ENSMUSG00000095370,Trav6n-7,,,
ENSMUSG00000025949,Pikfyve,18711,,
ENSMUSG00000028541,B4galt2,53418,Q9Z2Y2,NP_059073
ENSMUSG00000028541,B4galt2,53418,Q9Z2Y2,NP_001240310
ENSMUSG00000056019,Zfp709,236193,,
ENSMUSG00000105080,Trav7n-6,,,
ENSMUSG00000028541,B4galt2,53418,Q9Z2Y2,
ENSMUSG00000002250,Ppard,19015,P35396,NP_035275
ENSMUSG00000029238,Clock,12753,O08785,NP_001276755
ENSMUSG00000070371,Prss36,77613,,NP_001306076
ENSMUSG00000028541,B4galt2,53418,,
ENSMUSG00000002250,Ppard,19015,,
ENSMUSG00000029238,Clock,12753,O08785,NP_031741
ENSMUSG00000028541,B4galt2,53418,,
ENSMUSG00000070371,Prss36,77613,,
ENSMUSG00000070371,Prss36,77613,,
ENSMUSG00000078771,Evi2a,14017,P20934,NP_034291
ENSMUSG00000029238,Clock,12753,,NP_001292151
ENSMUSG00000024513,Mbd2,17191,Q9Z2E1,NP_034903
ENSMUSG00000073434,Wdr90,106618,,NP_001157238
ENSMUSG00000078771,Evi2a,14017,,
ENSMUSG00000002250,Ppard,19015,,
ENSMUSG00000078771,Evi2a,14017,,
ENSMUSG00000031833,Mast3,546071,Q3U214,
ENSMUSG00000030244,Gys2,232493,Q8VCB3,NP_663547
ENSMUSG00000024513,Mbd2,17191,Q9Z2E1,NP_001298000
ENSMUSG00000070371,Prss36,77613,,
ENSMUSG00000031833,Mast3,546071,,NP_955012
ENSMUSG00000031640,Gm45753,,,
ENSMUSG00000024513,Mbd2,17191,,
ENSMUSG00000073434,Wdr90,106618,Q6ZPG2,
ENSMUSG00000002250,Ppard,19015,,
ENSMUSG00000078771,Evi2a,14017,P20934,NP_001028883
ENSMUSG00000030244,Gys2,232493,,
ENSMUSG00000073434,Wdr90,106618,,
ENSMUSG00000066720,Cldn9,56863,Q9Z0S7,NP_064689
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000027575,Arfgap1,228998,Q9EPJ9,NP_001171180
ENSMUSG00000021962,Dcp1a,75901,Q91YD3,
ENSMUSG00000049612,Omg,18377,,NP_062282
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000066750,Olfr876,258883,,
ENSMUSG00000043531,Sorcs1,58178,,NP_001239430
ENSMUSG00000066750,Olfr876,258883,,
ENSMUSG00000021962,Dcp1a,75901,Q91YD3,NP_598522
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000066750,Olfr876,258883,,NP_667094
ENSMUSG00000066880,Zfp617,170938,,
ENSMUSG00000073434,Wdr90,106618,,
ENSMUSG00000031833,Mast3,546071,,
ENSMUSG00000027575,Arfgap1,228998,Q9EPJ9,NP_001171177
ENSMUSG00000043531,Sorcs1,58178,,NP_067352
ENSMUSG00000038000,Acd,497652,,
ENSMUSG00000021962,Dcp1a,75901,,
ENSMUSG00000021838,Samd4,74480,Q8CBY1,NP_001032298
ENSMUSG00000027575,Arfgap1,228998,,
ENSMUSG00000093593,Gm20683,,,
ENSMUSG00000027575,Arfgap1,228998,,NP_001349964
ENSMUSG00000027575,Arfgap1,228998,,NP_001349965
ENSMUSG00000021962,Dcp1a,75901,,
ENSMUSG00000066880,Zfp617,170938,,NP_579936
ENSMUSG00000071855,Ccdc112,240261,,NP_001153871
ENSMUSG00000022763,Aifm3,72168,Q3TY86,NP_001277999
ENSMUSG00000021838,Samd4,74480,,
ENSMUSG00000048163,Selplg,20345,,
ENSMUSG00000071855,Ccdc112,240261,,
ENSMUSG00000021838,Samd4,74480,Q8CBY1,NP_083242
ENSMUSG00000071855,Ccdc112,240261,,
ENSMUSG00000039720,Got1l1,76615,Q7TSV6,NP_083950
ENSMUSG00000109764,Klkb1,16621,P26262,NP_032481
ENSMUSG00000022091,Sorbs3,20410,,NP_001258336
ENSMUSG00000003378,Grik5,14809,,NP_001346996
ENSMUSG00000022763,Aifm3,72168,Q3TY86,NP_780387
ENSMUSG00000021838,Samd4,74480,Q8CBY1,
ENSMUSG00000048163,Selplg,20345,,NP_033177
ENSMUSG00000078588,Ccdc24,381546,,
ENSMUSG00000022091,Sorbs3,20410,Q9R1Z8,NP_035496
ENSMUSG00000063412,Gm10131,,P84089,
ENSMUSG00000043531,Sorcs1,58178,,
ENSMUSG00000022091,Sorbs3,20410,,NP_001258337
ENSMUSG00000043531,Sorcs1,58178,,
ENSMUSG00000048163,Selplg,20345,,
ENSMUSG00000001281,Itgb7,16421,,
ENSMUSG00000039720,Got1l1,76615,,
ENSMUSG00000043531,Sorcs1,58178,,NP_001277285
ENSMUSG00000048163,Selplg,20345,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000021838,Samd4,74480,Q8CBY1,NP_001156905
ENSMUSG00000022091,Sorbs3,20410,,
ENSMUSG00000048163,Selplg,20345,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000046598,Bdh1,71911,Q80XN0,NP_780386
ENSMUSG00000021065,Fut8,53618,Q9WTS2,NP_001239543
ENSMUSG00000043531,Sorcs1,58178,,
ENSMUSG00000089857,Zfp882,382019,,NP_001160117
ENSMUSG00000021838,Samd4,74480,Q8CBY1,NP_001297473
ENSMUSG00000043531,Sorcs1,58178,,
ENSMUSG00000021065,Fut8,53618,Q9WTS2,NP_001239544
ENSMUSG00000021065,Fut8,53618,Q9WTS2,NP_058589
ENSMUSG00000027646,Src,20779,,
ENSMUSG00000046598,Bdh1,71911,Q80XN0,NP_001116155
ENSMUSG00000043531,Sorcs1,58178,,
ENSMUSG00000078588,Ccdc24,381546,,NP_001030048
ENSMUSG00000021838,Samd4,74480,,
ENSMUSG00000071113,Mboat4,234155,P0C7A3,NP_001119786
ENSMUSG00000078588,Ccdc24,381546,,
ENSMUSG00000033501,Crygs,12970,O35486,NP_034097
ENSMUSG00000046598,Bdh1,71911,,
ENSMUSG00000089857,Zfp882,382019,,
ENSMUSG00000067441,H2afb1,100039319,,NP_001096135
ENSMUSG00000027646,Src,20779,,NP_001020566
ENSMUSG00000078588,Ccdc24,381546,,
ENSMUSG00000021065,Fut8,53618,Q9WTS2,
ENSMUSG00000046598,Bdh1,71911,Q80XN0,
ENSMUSG00000078588,Ccdc24,381546,,
ENSMUSG00000089857,Zfp882,382019,,
ENSMUSG00000078588,Ccdc24,381546,,
ENSMUSG00000019971,Cep290,216274,,
ENSMUSG00000046598,Bdh1,71911,,
ENSMUSG00000027646,Src,20779,,
ENSMUSG00000019971,Cep290,216274,Q6A078,
ENSMUSG00000027646,Src,20779,P05480,
ENSMUSG00000038000,Acd,497652,Q5EE38,NP_001012656
ENSMUSG00000027646,Src,20779,P05480,NP_033297
ENSMUSG00000057455,Rit2,19762,P70425,NP_033091
ENSMUSG00000057455,Rit2,19762,,
ENSMUSG00000057455,Rit2,19762,,
ENSMUSG00000038000,Acd,497652,,
ENSMUSG00000038000,Acd,497652,,
ENSMUSG00000079057,Cyp4v3,102294,Q9DBW0,NP_598730
ENSMUSG00000050357,Carmil2,234695,,NP_001344262
ENSMUSG00000027435,Cd93,17064,O89103,NP_034870
ENSMUSG00000096038,Trav13n-3,,,
ENSMUSG00000019971,Cep290,216274,,
ENSMUSG00000001281,Itgb7,16421,P26011,NP_038594
ENSMUSG00000076821,Trav8n-2,,,
ENSMUSG00000041248,Kcnj1,56379,O88335,NP_062633
ENSMUSG00000022515,Anks3,72615,,
ENSMUSG00000041248,Kcnj1,56379,O88335,
ENSMUSG00000076822,Trav16n,,,
ENSMUSG00000038462,Uqcrfs1,66694,Q9CR68,NP_079986
ENSMUSG00000001281,Itgb7,16421,,
ENSMUSG00000035378,Shq1,72171,Q7TMX5,
ENSMUSG00000076822,Trav16n,,,
ENSMUSG00000024542,Cep192,70799,,NP_081832
ENSMUSG00000009569,Mrtfb,239719,,NP_001116139
ENSMUSG00000019971,Cep290,216274,,NP_666121
ENSMUSG00000041248,Kcnj1,56379,,NP_001161826
ENSMUSG00000035378,Shq1,72171,Q7TMX5,
ENSMUSG00000001281,Itgb7,16421,,
ENSMUSG00000015377,Dennd6b,69440,Q9D9V7,NP_081357
ENSMUSG00000081859,Olfr650-ps1,,,
ENSMUSG00000009569,Mrtfb,239719,,
ENSMUSG00000035378,Shq1,72171,Q7TMX5,NP_853621
ENSMUSG00000003378,Grik5,14809,Q61626,NP_032194
ENSMUSG00000024542,Cep192,70799,,
ENSMUSG00000003378,Grik5,14809,,
ENSMUSG00000009569,Mrtfb,239719,,NP_705816
ENSMUSG00000022035,Ccdc25,67179,Q78PG9,NP_666056
ENSMUSG00000009569,Mrtfb,239719,,NP_862908
ENSMUSG00000029073,Cptp,79554,Q8BS40,NP_077792
ENSMUSG00000029073,Cptp,79554,,
ENSMUSG00000021643,Serf1,20365,O88892,NP_035483
ENSMUSG00000021643,Serf1,20365,,
ENSMUSG00000021643,Serf1,20365,O88892,
ENSMUSG00000031353,Rbbp7,245688,Q60973,NP_033057
ENSMUSG00000060166,Zdhhc8,27801,Q5Y5T5,NP_742163
ENSMUSG00000031353,Rbbp7,245688,,
ENSMUSG00000025949,Pikfyve,18711,,NP_035216
ENSMUSG00000021643,Serf1,20365,,
ENSMUSG00000031353,Rbbp7,245688,,
ENSMUSG00000025508,Rplp2,67186,P99027,NP_001347586
ENSMUSG00000025508,Rplp2,67186,P99027,NP_080296
ENSMUSG00000021643,Serf1,20365,,
ENSMUSG00000031353,Rbbp7,245688,,
ENSMUSG00000060166,Zdhhc8,27801,,
ENSMUSG00000031353,Rbbp7,245688,,
ENSMUSG00000022400,Rbx1,56438,P62878,NP_062686
ENSMUSG00000025949,Pikfyve,18711,,
ENSMUSG00000032079,Apoa5,66113,Q8C7G5,NP_001335024
ENSMUSG00000025508,Rplp2,67186,P99027,NP_001347586
ENSMUSG00000025949,Pikfyve,18711,Q9Z1T6,NP_001297553
ENSMUSG00000025508,Rplp2,67186,P99027,NP_001347586
ENSMUSG00000022400,Rbx1,56438,,
ENSMUSG00000034292,Traf3ip1,74019,,
ENSMUSG00000058925,Ccdc192,75444,,NP_083566
ENSMUSG00000020778,Ten1,69535,Q9D7K2,NP_081383
ENSMUSG00000022400,Rbx1,56438,,
ENSMUSG00000022515,Anks3,72615,Q9CZK6,NP_082577
ENSMUSG00000058925,Ccdc192,75444,,NP_001297992
ENSMUSG00000006010,Odr4,226499,Q4PJX1,NP_663486
ENSMUSG00000053469,Tg,21819,O08710,NP_033401
ENSMUSG00000032079,Apoa5,66113,,
ENSMUSG00000034292,Traf3ip1,74019,Q149C2,NP_082994
ENSMUSG00000058925,Ccdc192,75444,,
ENSMUSG00000032079,Apoa5,66113,,
ENSMUSG00000058925,Ccdc192,75444,,
ENSMUSG00000032079,Apoa5,66113,,
ENSMUSG00000032079,Apoa5,66113,,
ENSMUSG00000032079,Apoa5,66113,Q8C7G5,NP_536682
ENSMUSG00000006010,Odr4,226499,Q4PJX1,NP_001070705
ENSMUSG00000050321,Neto1,246317,Q8R4I7,NP_659195
ENSMUSG00000048581,E130311K13Rik,329659,Q8BN57,NP_808524
ENSMUSG00000006010,Odr4,226499,Q4PJX1,
ENSMUSG00000006010,Odr4,226499,,
ENSMUSG00000039959,Hip1,215114,Q8VD75,NP_666113
ENSMUSG00000022515,Anks3,72615,,
ENSMUSG00000022515,Anks3,72615,,
ENSMUSG00000050321,Neto1,246317,,
ENSMUSG00000022515,Anks3,72615,,
ENSMUSG00000039959,Hip1,215114,,
ENSMUSG00000015377,Dennd6b,69440,,
ENSMUSG00000039959,Hip1,215114,,
ENSMUSG00000110621,Olfr837,258558,,
ENSMUSG00000110621,Olfr837,258558,,NP_666776
ENSMUSG00000024594,Prrc1,73137,Q3UPH1,NP_082723
ENSMUSG00000023018,Smarcd1,83797,Q61466,NP_114030
ENSMUSG00000053469,Tg,21819,,
ENSMUSG00000031732,Phlpp2,244650,Q8BXA7,
ENSMUSG00000023007,Prpf40b,54614,,
ENSMUSG00000023018,Smarcd1,83797,,
ENSMUSG00000053469,Tg,21819,,
ENSMUSG00000024594,Prrc1,73137,,
ENSMUSG00000023018,Smarcd1,83797,,
ENSMUSG00000031732,Phlpp2,244650,,NP_001116066
ENSMUSG00000023018,Smarcd1,83797,,
ENSMUSG00000032869,Psmf1,228769,Q8BHL8,NP_001292173
ENSMUSG00000032869,Psmf1,228769,Q8BHL8,NP_997611
ENSMUSG00000004872,Pax3,18505,,NP_001152992
ENSMUSG00000023018,Smarcd1,83797,,
ENSMUSG00000006010,Odr4,226499,Q4PJX1,
ENSMUSG00000039959,Hip1,215114,,
ENSMUSG00000054252,Fgfr3,14184,,NP_032036
ENSMUSG00000031513,Leprotl1,68192,Q9CQ74,NP_080885
ENSMUSG00000069372,Ctxn3,629147,Q8BXZ0,NP_001128169
ENSMUSG00000004872,Pax3,18505,P24610,NP_032807
ENSMUSG00000039959,Hip1,215114,,
ENSMUSG00000069372,Ctxn3,629147,,
ENSMUSG00000054252,Fgfr3,14184,,NP_001192199
ENSMUSG00000069372,Ctxn3,629147,Q8BXZ0,
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000111184,Gm49661,,,
ENSMUSG00000001672,Marveld3,73608,,NP_997612
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000032869,Psmf1,228769,,
ENSMUSG00000027822,Slc33a1,11416,Q99J27,
ENSMUSG00000031489,Adrb3,11556,P25962,NP_038490
ENSMUSG00000001672,Marveld3,73608,,NP_082860
ENSMUSG00000052837,Junb,16477,P09450,NP_032442
ENSMUSG00000032869,Psmf1,228769,Q8BHL8,
ENSMUSG00000031489,Adrb3,11556,P25962,
ENSMUSG00000027822,Slc33a1,11416,Q99J27,NP_056543
ENSMUSG00000031489,Adrb3,11556,P25962,
ENSMUSG00000090383,Vmn2r58,628422,,NP_001098525
ENSMUSG00000054252,Fgfr3,14184,,
